date,next_date,close,period_return,return_sharpe,volume_ratio,half_return,future_return
2005-02-01,2005-03-10,955.951,-0.027312946558485263,-0.5052316756161395,0.14423710559390956,-0.019224593690910563,0.0695244839955187
2005-03-10,2005-04-07,1022.413,0.0695244839955187,0.9094130724113727,-0.06313549534525531,-0.022044841505174828,-0.03685399148876245
2005-04-07,2005-05-12,984.733,-0.03685399148876245,-0.5658313878099175,0.016110215197296274,0.020659182567182244,-0.1004465169746519
2005-05-12,2005-06-09,885.82,-0.1004465169746519,-1.7778858601974263,-0.03748886326645029,-0.06161246889503069,0.03023639114041221
2005-06-09,2005-07-07,912.604,0.03023639114041221,0.3452564246067093,0.24597510185974691,0.06447101527881305,-0.0743750849218281
2005-07-07,2005-08-04,844.729,-0.0743750849218281,-1.220325202986791,-0.18529517896511893,-0.054660396699986125,0.07034326985340855
2005-08-04,2005-09-01,904.15,0.07034326985340855,1.2061235616108748,0.31575212865896773,0.07128427333596377,0.044692805397334556
2005-09-01,2005-09-29,944.559,0.044692805397334556,0.7513083052365483,-0.1728049573578191,0.025946293518531505,-0.03026174119350933
2005-09-29,2005-11-03,915.975,-0.03026174119350933,-0.5963155691245093,-0.13968568251418256,-0.055304363251574284,-0.04519774011299438
2005-11-03,2005-12-01,874.575,-0.04519774011299438,-1.1079417336810649,0.050930590463819536,-0.02815821494252224,-0.0017242660720921954
2005-12-01,2005-12-29,873.067,-0.0017242660720921954,-0.024206120472130298,0.08764331496885824,0.012066195410000313,0.06753662662773863
2005-12-29,2006-02-08,932.031,0.06753662662773863,2.247014701231786,0.027102512037494142,0.039709560324574955,0.1084094842338934
2006-02-08,2006-03-08,1033.072,0.1084094842338934,2.225210905829141,0.022277684271528875,0.07450602690342278,-0.023039052457137443
2006-03-08,2006-04-05,1009.271,-0.023039052457137443,-0.48012025286916893,-0.05735728186715139,-0.027569528415961386,0.08986585367061983
2006-04-05,2006-05-10,1099.97,0.08986585367061983,2.777829195767636,0.2579361989703304,0.04992430793783531,0.1508795694428029
2006-05-10,2006-06-07,1265.933,0.1508795694428029,2.43445922294354,0.12706134039229577,0.11218362367899237,0.04289326528339177
2006-06-07,2006-07-05,1320.233,0.04289326528339177,0.44372729606282185,-0.13231527177198465,0.009165735391464258,0.05512360318216558
2006-07-05,2006-08-02,1393.009,0.05512360318216558,1.0015384732034756,0.033688426082877365,0.0446011044354393,-0.08465200153049979
2006-08-02,2006-08-30,1275.088,-0.08465200153049979,-1.129966185472081,-0.21138914820040955,-0.046052651266904276,0.04672853952040956
2006-08-30,2006-09-27,1334.671,0.04672853952040956,0.8032140592395219,0.10798903549889971,0.03981404944190681,0.027307104147763717
2006-09-27,2006-11-01,1371.117,0.027307104147763717,0.6958138319825746,0.033345831771129486,0.024455575596277868,0.07898086013082772
2006-11-01,2006-11-29,1479.409,0.07898086013082772,1.5434801203926123,0.03745095112605745,0.029087509468952666,0.1268972947981255
2006-11-29,2006-12-27,1667.142,0.1268972947981255,2.2752390621358196,0.10856341815293691,0.08625441599414119,0.18938698683135557
2006-12-27,2007-01-29,1982.877,0.18938698683135557,2.1549613986123095,-0.07006278147447886,0.09924350945973504,0.2995848960878562
2007-01-29,2007-03-05,2576.917,0.2995848960878562,2.620961930993002,0.021689139417495173,0.12659890825246056,-0.03931480913044527
2007-03-05,2007-04-02,2475.606,-0.03931480913044527,-0.19141834042142977,0.06834849783888841,-0.00393740705691481,0.15127649553281075
2007-04-02,2007-04-30,2850.107,0.15127649553281075,2.5930760584787924,0.0989377904295965,0.07170529737201403,0.24862294643674776
2007-04-30,2007-06-04,3558.709,0.24862294643674776,2.6789666120972133,0.061469159099285076,0.09297026595225177,-0.013285154813163946
2007-06-04,2007-07-02,3511.431,-0.013285154813163946,-0.03280568703229514,0.05697235685882829,-0.0835225788299605,0.07012070007925542
2007-07-02,2007-07-30,3757.655,0.07012070007925542,0.6474645589158193,-0.15031854484566864,-0.11115466122492623,0.1736833211138329
2007-07-30,2007-08-27,4410.297,0.1736833211138329,1.4317910829821363,0.1883709819775652,0.19262778511213985,0.18884215734223808
2007-08-27,2007-09-24,5243.147,0.18884215734223808,1.8302879892594548,-0.05521846288087495,0.11055576642508935,0.05163845301304737
2007-09-24,2007-10-29,5513.895,0.05163845301304737,0.675969686597572,-0.07874629657253629,0.025417027602728792,-0.0010043716828123106
2007-10-29,2007-11-26,5508.357,-0.0010043716828123106,0.02919972098716316,-0.11852527460408446,-0.053782161033158915,-0.12858189837732004
2007-11-26,2007-12-24,4800.082,-0.12858189837732004,-1.3972002595113595,-0.14477993177964843,-0.035789670751902536,0.08480105131537319
2007-12-24,2008-01-23,5207.134,0.08480105131537319,0.9340339367762915,0.123519802221979,0.014331569385935161,-0.04455867661558166
2008-01-23,2008-02-27,4975.111,-0.04455867661558166,-0.32230288708340565,0.03966227839085135,-0.11376461186962461,-0.06740412424969011
2008-02-27,2008-03-26,4639.768,-0.06740412424969011,-0.44147372364017196,-0.07454091928181039,-0.036609826572792326,-0.15634359304172107
2008-03-26,2008-04-24,3914.37,-0.15634359304172107,-1.4075390910277186,0.018663486171249133,-0.09171932371274871,-0.035731420381823864
2008-04-24,2008-05-26,3774.504,-0.035731420381823864,-0.10702145762054928,0.02930401148461037,0.005270439966815088,-0.05703716302857276
2008-05-26,2008-06-24,3559.217,-0.05703716302857276,-0.456580345775608,-0.16418869036078576,-0.08853011073210204,-0.19872404520432452
2008-06-24,2008-07-22,2851.915,-0.19872404520432452,-1.4667384685923088,0.07238604754029754,-0.11060038758021828,0.018523693728599966
2008-07-22,2008-08-19,2904.743,0.018523693728599966,0.20163293299269108,0.06440814788109495,0.0010000547928021852,-0.1915043774957026
2008-08-19,2008-09-17,2348.472,-0.1915043774957026,-2.0124872337816115,-0.16584808383429095,-0.1311863249279802,-0.17855737688164908
2008-09-17,2008-10-22,1929.135,-0.17855737688164908,-1.5385796946824624,-0.06008026599256333,-0.15589143484476098,-0.049665782850863205
2008-10-22,2008-11-19,1833.323,-0.049665782850863205,-0.20659051978014775,-0.20327500198929926,-0.09370694568785809,0.06536764116306837
2008-11-19,2008-12-17,1953.163,0.06536764116306837,0.44396358080988757,0.3135524796773681,0.1547474902744439,0.024707103298598154
2008-12-17,2009-01-16,2001.42,0.024707103298598154,0.2773603265945423,0.0957313375669111,0.024966865847138475,-0.005599024692468424
2009-01-16,2009-02-20,1990.214,-0.005599024692468424,-0.008758495103298684,0.14047418083112162,0.09489459884404772,0.17792358007731846
2009-02-20,2009-03-20,2344.32,0.17792358007731846,1.7848815906378284,0.22924359716481435,0.0478438103411285,0.015150662025662065
2009-03-20,2009-04-20,2379.838,0.015150662025662065,0.18046721410528238,-0.12295878638499869,0.04078674839585483,0.13775265375206192
2009-04-20,2009-05-19,2707.667,0.13775265375206192,1.7022587811633818,-0.04175386849158791,0.05336076246555632,0.04890446277182536
2009-05-19,2009-06-18,2840.084,0.04890446277182536,0.6343234200379346,0.04564740078059559,0.04146293345028651,0.07652731398085422
2009-06-18,2009-07-16,3057.428,0.07652731398085422,1.1421439716204453,-0.013838788025625659,0.035100115074019334,0.1451586104398861
2009-07-16,2009-08-13,3501.24,0.1451586104398861,3.0108473326941136,0.09888600736200104,0.06668405253660548,-0.01725674332522187
2009-08-13,2009-09-10,3440.82,-0.01725674332522187,-0.1268566875215563,-0.09532424655765082,-0.053372135826333045,-0.08076737521869781
2009-09-10,2009-10-16,3162.914,-0.08076737521869781,-0.4889546863100157,-0.024605082412003765,0.002095174066098382,0.024912153792357117
2009-10-16,2009-11-13,3241.709,0.024912153792357117,0.3127913994059276,-0.20193265071125788,0.05218658286502165,0.08545276580963934
2009-11-13,2009-12-11,3518.722,0.08545276580963934,1.2878601563188254,0.06770407846629811,0.07265944228276555,0.015999558930770874
2009-12-11,2010-01-11,3575.02,0.015999558930770874,0.22012275221098182,-0.10843870483998874,0.05691335724062885,-0.02600488948313573
2010-01-11,2010-02-08,3482.052,-0.02600488948313573,-0.3578932868370501,0.09700973277263802,0.016721935375175745,-0.09507727052898707
2010-02-08,2010-03-15,3150.988,-0.09507727052898707,-1.3929739654713473,-0.21176525009163638,-0.05319268488654205,0.010217430215538892
2010-03-15,2010-04-13,3183.183,0.010217430215538892,0.2274459870561706,0.05134652941226858,-0.04248556817228122,0.0655108424492088
2010-04-13,2010-05-12,3391.716,0.0655108424492088,1.3293144499838088,0.13044022456187365,0.009878101794231986,-0.16910496043890466
2010-05-12,2010-06-09,2818.16,-0.16910496043890466,-2.3184672528765162,-0.09025832219278807,-0.09337542131682164,-0.012783873165469695
2010-06-09,2010-07-12,2782.133,-0.012783873165469695,-0.08883726082463055,-0.07635107327610302,-0.011304773655765765,-0.03806971126110792
2010-07-12,2010-08-09,2676.218,-0.03806971126110792,-0.47655236909059256,0.05702589302542971,-0.01492908692910766,0.09043471047575347
2010-08-09,2010-09-06,2918.241,0.09043471047575347,1.5205657972693647,0.14745052290017147,0.038130168210867454,0.01948057065883191
2010-09-06,2010-10-14,2975.09,0.01948057065883191,0.33576826520149355,-0.013259498793554148,0.027241978432369196,0.0837117532578846
2010-10-14,2010-11-11,3224.14,0.0837117532578846,1.2453634755592156,0.17884186588039652,0.13134547067401958,0.08865464899166908
2010-11-11,2010-12-09,3509.975,0.08865464899166908,1.3359044224868353,-0.06896855619681164,0.03304684474048858,-0.11014579875925046
2010-12-09,2011-01-07,3123.366,-0.11014579875925046,-1.231170841501405,-0.20410306779295084,-0.031058941195302947,0.013849801784356908
2011-01-07,2011-02-11,3166.624,0.013849801784356908,0.24805303812274615,-0.03321910320431842,-0.006894233124370652,-0.014421667997210785
2011-02-11,2011-03-11,3120.956,-0.014421667997210785,-0.1607790295371617,0.030253355601220555,0.04608749048083838,0.04050681906441489
2011-03-11,2011-04-12,3247.376,0.04050681906441489,0.6867294033130946,-0.01121752748037197,0.015561275787562945,0.024448970491867783
2011-04-12,2011-05-11,3326.771,0.024448970491867783,0.5632026438307662,0.0982880053689863,0.009800320778610594,-0.05461331723764584
2011-05-11,2011-06-09,3145.085,-0.05461331723764584,-1.2387485751293668,-0.17225684811831343,-0.026578787728724573,-0.06142791053341956
2011-06-09,2011-07-07,2951.889,-0.06142791053341956,-1.2161170464444095,-0.044809569558924456,-0.012859394390543066,0.050744116733386635
2011-07-07,2011-08-04,3101.68,0.050744116733386635,0.9816224067376504,0.2157290177013027,0.0487048916547681,-0.04557884759227249
2011-08-04,2011-09-01,2960.309,-0.04557884759227249,-1.0068608429382977,-0.10236215614251909,-0.03230647577635404,-0.042486780940773516
2011-09-01,2011-09-30,2834.535,-0.042486780940773516,-0.6000940264003986,-0.14803747777016774,9.914425453749764e-05,-0.08932117613647383
2011-09-30,2011-11-04,2581.351,-0.08932117613647383,-1.4179138626957992,0.12498163040544163,-0.05582908770231898,0.0706587364523461
2011-11-04,2011-12-02,2763.746,0.0706587364523461,1.015868643776973,0.19458338141921439,0.10202613605053212,-0.07469391181389318
2011-12-02,2011-12-30,2557.311,-0.07469391181389318,-1.1578338056455462,-0.14829576750253748,-0.01886978490271407,-0.08273104053437375
2011-12-30,2012-02-07,2345.742,-0.08273104053437375,-1.6619121924990106,0.06324720366004821,-0.018570964161348513,0.04783646283350862
2012-02-07,2012-03-06,2457.954,0.04783646283350862,0.5506596650090922,-0.03610962221618874,-0.0010757534439757022,0.0663551880954647
2012-03-06,2012-04-06,2621.052,0.0663551880954647,1.414581099119626,0.15061027460931076,0.02286832187751342,-0.038618844647111183
2012-04-06,2012-05-08,2519.83,-0.038618844647111183,-0.6228187071755152,-0.18494877751820704,-0.0250014993547939,0.07511855958536895
2012-05-08,2012-06-05,2709.116,0.07511855958536895,1.6521279675720582,0.1442569899054431,0.03132167597633506,-0.05546975470965432
2012-06-05,2012-07-04,2558.842,-0.05546975470965432,-1.0315549677733686,0.030506256624960093,-0.026139808374801343,-0.036705275276863625
2012-07-04,2012-08-01,2464.919,-0.036705275276863625,-0.8536763610375063,-0.05125976491544526,-0.03662207102966797,-0.04311216717466171
2012-08-01,2012-08-29,2358.651,-0.04311216717466171,-0.9051421510343368,-0.11992682565807145,-0.023063907866969657,-0.06098273971011392
2012-08-29,2012-09-26,2214.814,-0.06098273971011392,-1.4913662843967,-0.08222287110014215,-0.050094462421969244,-0.013510389585762006
2012-09-26,2012-10-31,2184.891,-0.013510389585762006,-0.18047489490963328,-0.07448201301487956,-0.05826545825537233,0.03200571561693466
2012-10-31,2012-11-28,2254.82,0.03200571561693466,0.6045020022746366,-0.04301189326083432,-0.01998563110357543,-0.055729060412804565
2012-11-28,2012-12-26,2129.161,-0.055729060412804565,-1.2975369577187719,-0.13339311125358977,-0.0422601670632583,0.15426639883033744
2012-12-26,2013-01-28,2457.619,0.15426639883033744,2.0506065675363927,0.18185528257942218,0.0837175953261513,0.07903747488931345
2013-01-28,2013-03-04,2651.863,0.07903747488931345,1.2497232053792702,0.05487033767897098,0.028761019891571094,-0.04002770882206197
2013-03-04,2013-04-01,2545.715,-0.04002770882206197,-0.4884347662433495,-0.11047544966871592,-0.07004859594859625,-0.020633888711030224
2013-04-01,2013-05-06,2493.187,-0.020633888711030224,-0.27939035566155546,-0.05380873963677135,-0.0037186917206162295,0.013154247956531195
2013-05-06,2013-06-03,2525.983,0.013154247956531195,0.25380991985528506,0.09211427981635589,0.02746013480725651,0.030340663416974722
2013-06-03,2013-07-04,2602.623,0.030340663416974722,0.7567301765511023,0.07246382046610522,-0.002676265046805848,-0.14625399068555078
2013-07-04,2013-08-01,2221.979,-0.14625399068555078,-1.8761034106891386,0.1419528740204714,-0.04285524750308645,0.010524401895787516
2013-08-01,2013-08-29,2245.364,0.010524401895787516,0.15928970333352147,-0.07386711788018396,1.6033292240535957e-05,0.032487828254127216
2013-08-29,2013-09-30,2318.311,0.032487828254127216,0.7059048440278207,0.029386677728369337,-0.0014063722230071019,0.03913452509175852
2013-09-30,2013-11-04,2409.037,0.03913452509175852,0.7016138385162549,-0.109269991540768,-0.03925015603470461,-0.011864907014711545
2013-11-04,2013-12-02,2380.454,-0.011864907014711545,-0.2238174952272169,-0.03461939200471775,-0.03676898437354581,0.016103650816188697
2013-12-02,2013-12-30,2418.788,0.016103650816188697,0.310896426079484,0.09764101722273688,-0.004164431432626126,-0.049334625440509816
2013-12-30,2014-01-28,2299.458,-0.049334625440509816,-1.0621252515074144,-0.16163822496137137,-0.028913524637414145,-0.0346181578441529
2014-01-28,2014-03-04,2219.855,-0.0346181578441529,-0.6848937469154234,0.006315074744995819,0.0031674142710338415,-0.016028974865475387
2014-03-04,2014-04-01,2184.273,-0.016028974865475387,-0.27322736318077145,0.07667792913560412,-0.04301051242485021,-0.009686518122963728
2014-04-01,2014-04-30,2163.115,-0.009686518122963728,-0.13965655822467474,0.07146516495471111,0.011684025268774212,-0.002059992187192883
2014-04-30,2014-05-30,2158.659,-0.002059992187192883,-0.02167097147187899,-0.17200538474175409,-0.03308673672781404,-0.0010168349887592631
2014-05-30,2014-06-30,2156.464,-0.0010168349887592631,-0.010317938007067977,-0.11466546605508521,0.004898525223304029,0.004013050994591039
2014-06-30,2014-07-28,2165.118,0.004013050994591039,0.1317566030616103,0.012365639105135884,-0.012198343412315182,0.0733350330097482
2014-07-28,2014-08-25,2323.897,0.0733350330097482,1.773866463134293,0.21621045497086078,0.07005338532193739,0.008161291141560945
2014-08-25,2014-09-23,2342.863,0.008161291141560945,0.22286989932912082,-0.061375121461507365,-0.009506419560073476,0.02415804936097432
2014-09-23,2014-10-28,2399.462,0.02415804936097432,0.5881744013659098,0.09673919123913399,-0.018714849846067305,0.0071645227138417145
2014-10-28,2014-11-25,2416.653,0.0071645227138417145,0.20588548988583932,-0.09830915881109326,-0.012224909893965519,0.1112729051295327
2014-11-25,2014-12-23,2685.561,0.1112729051295327,2.2483697180600464,-0.09263840182406413,0.04961635449220125,0.23807427945222615
2014-12-23,2015-01-22,3324.924,0.23807427945222615,2.2592707189558463,-0.03371923039259439,0.0701696507111722,0.07299084129441757
2015-01-22,2015-02-26,3567.613,0.07299084129441757,0.6441884902479453,-0.13286560628005217,0.0023471177568139545,-0.00036943468924455214
2015-02-26,2015-03-26,3566.295,-0.00036943468924455214,0.024282653729260462,-0.12700204277786598,0.05920766178014136,0.10759177241366724
2015-03-26,2015-04-24,3949.999,0.10759177241366724,1.8131652096834507,0.24978947734863222,0.0994073218876188,0.19054232671957627
2015-04-24,2015-05-25,4702.641,0.19054232671957627,2.7183809616476413,0.133130091528036,0.08245642222107641,0.08438960150264507
2015-05-25,2015-06-23,5099.495,0.08438960150264507,0.9717482461514028,-0.06722288921637054,0.087189043801428,-0.06145785023811168
2015-06-23,2015-07-21,4786.091,-0.06145785023811168,-0.42598374388919696,-0.07294010745426616,-0.10603033275174734,-0.12955980151651947
2015-07-21,2015-08-18,4166.006,-0.12955980151651947,-0.6182257464208135,-0.07813991593282243,0.06059134883552786,-0.08175552315575174
2015-08-18,2015-09-17,3825.412,-0.08175552315575174,-0.554086122902876,-0.10161581442452117,-0.031088698392033876,-0.1538168960624372
2015-09-17,2015-10-22,3236.999,-0.1538168960624372,-0.8933886877708891,-0.1913930378744515,-0.03720431649069944,0.0888276456063164
2015-10-22,2015-11-19,3524.534,0.0888276456063164,1.1602101699054947,0.26319872984420867,0.06918041718413748,0.07105478341250215
2015-11-19,2015-12-17,3774.969,0.07105478341250215,1.0154285094498419,0.11377620785460207,0.018618337439320953,-0.005054611044488122
2015-12-17,2016-01-15,3755.888,-0.005054611044488122,-0.022511863152320045,-0.14987501801761183,0.0017573951824061407,-0.16964243875216722
2016-01-15,2016-02-19,3118.73,-0.16964243875216722,-1.4073640076625205,-0.060542611030941385,-0.16410457772101616,-0.02152959698338741
2016-02-19,2016-03-18,3051.585,-0.02152959698338741,-0.17086536151607662,-0.08096901178058558,0.03580847835605838,0.039447696852619174
2016-03-18,2016-04-18,3171.963,0.039447696852619174,0.45960129076018097,-0.09687827723930942,0.02523457524346373,0.017809161077856128
2016-04-18,2016-05-17,3228.453,0.017809161077856128,0.3485268561024132,-0.04191655428381458,0.0020354480825726107,-0.04411648551179148
