n_periods,strategy_annual_return,strategy_annual_volatility,strategy_sharpe,strategy_max_drawdown,benchmark_annual_return,benchmark_annual_volatility,benchmark_sharpe,benchmark_max_drawdown,prediction_mae,prediction_rmse,direction_accuracy,exposure_rate,turnover_events,scenario
182,0.066839186451223,0.16273316086040251,0.4763999313279363,-0.39976648832204054,0.03447760092191543,0.21151923451027033,0.26378502977547397,-0.4264135428846304,0.04467516111440416,0.0610328599547948,0.5494505494505495,0.6208791208791209,71,baseline_5_state
182,0.035464022624752456,0.17084045035653309,0.2874664830298516,-0.3512780944802101,0.03447760092191543,0.21151923451027033,0.26378502977547397,-0.4264135428846304,0.04400012440581226,0.06007166977409456,0.521978021978022,0.6263736263736264,67,3_state
182,0.0204490943597726,0.17216332515965965,0.20091094041955823,-0.4355248609400215,0.03447760092191543,0.21151923451027033,0.26378502977547397,-0.4264135428846304,0.043703746929159765,0.05912322177496285,0.521978021978022,0.5824175824175825,83,4_state
182,0.022807684096775693,0.1404363485523049,0.22785963890297242,-0.3621488369804857,0.03447760092191543,0.21151923451027033,0.26378502977547397,-0.4264135428846304,0.04553856239574919,0.060057340070964534,0.47802197802197804,0.5054945054945055,69,no_feature_clipping
